ID_ESCOLA;NO_ESCOLA;REDE;RENDIMENTO_2023;SAEB_MAT_2023;SAEB_PORT_2023;SAEB_MEDIA_2023;IDEB_2023;INSE_2023;N_ALUNOS_INSE;INSE_CLASSIFICACAO;TDI_2023;IED_2023;Nome do Município;Nome da Escola;Dependência Administrativa;G1;G2;G3;G4;G5;AFD_2023;DSU_2023;IRD_2023;ATU_2023;HAD_2023;ICG_2023;TNR_2023;SPAECE_PORT_2023;SPAECE_MAT_2023;SPAECE_MEDIA_2023;INF_2023;ATU_CENSO_2023;PCB_2023;PCH_2023
23074876;ESCOLA MUNICIPAL MOURA BRASIL;Municipal;0.993711;241.19;258.72;4.9985;5.0;4.44;121;Nível III;18.4;399.8;Fortaleza;ESCOLA MUNICIPAL MOURA BRASIL;Municipal;86.6;0.0;13.4;0.0;0.0;93.3;100.0;2.127891;33.4;7.0;4;0.0;256.793281693938;238.7195509023;247.756416298119;8.0;24.692307692307693;8.878504672897195;49.06542056074766
23075074;ESCOLA MUNICIPAL PROJETO NASCENTE;Municipal;0.950315;254.53;264.02;5.309167;5.0;4.65;190;Nível IV;14.5;394.4;Fortaleza;ESCOLA MUNICIPAL PROJETO NASCENTE;Municipal;99.1;0.0;0.9;0.0;0.0;99.55;100.0;2.426009;33.3;7.0;4;1.5;269.901349117258;249.139870187478;259.520609652368;7.0;24.46;10.1620029455081;54.29272281275552
23075120;ESCOLA MUNICIPAL NILSON HOLANDA;Municipal;0.9902;244.66;248.44;4.885;4.8;4.43;167;Nível III;17.7;372.2;Fortaleza;ESCOLA MUNICIPAL NILSON HOLANDA;Municipal;88.8;0.5;4.3;3.2;3.2;91.99;97.2;2.362906;34.9;6.4;3;3.0;251.229758629646;236.826696533949;244.0282275817975;10.0;34.888888888888886;16.155419222903884;54.61783439490446
23075155;ESCOLA MUNICIPAL CLAUDIO MARTINS;Municipal;0.995983;248.42;258.75;5.1195;5.1;4.41;173;Nível III;18.3;386.7;Fortaleza;ESCOLA MUNICIPAL CLAUDIO MARTINS;Municipal;92.3;0.0;4.6;0.0;3.1;94.6;98.1;2.611595;33.7;7.0;3;0.8;247.569800408194;234.832333743449;241.2010670758215;10.0;33.72727272727273;12.009237875288685;50.943396226415096
23076720;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;Municipal;0.972427;228.21;248.77;4.616333;4.5;4.5;187;Nível III;8.4;391.1;Fortaleza;ESCOLA MUNICIPAL RACHEL VIANA MARTINS;Municipal;97.6;0.0;0.0;0.0;2.4;97.6;95.7;2.884726;35.1;6.8;4;2.8;236.427899186712;224.669134269969;230.5485167283405;10.0;28.451612903225808;9.509202453987731;53.6281179138322
23077131;ESCOLA MUNICIPAL ROGACIANO LEITE;Municipal;0.959196;231.39;243.15;4.575667;4.4;4.66;116;Nível IV;18.9;415.8;Fortaleza;ESCOLA MUNICIPAL ROGACIANO LEITE;Municipal;80.9;0.0;0.0;0.0;19.1;80.9;87.5;2.353931;34.8;7.0;3;2.3;235.30777667518;226.998454487512;231.153115581346;9.0;31.5;10.144927536231885;56.96649029982363
23077450;ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI;Municipal;0.982107;244.85;262.52;5.122833;5.0;4.48;182;Nível III;14.0;396.9;Fortaleza;ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI;Municipal;92.6;0.0;7.4;0.0;0.0;96.3;100.0;2.241233;35.3;7.0;3;1.0;260.634465996917;240.487203240256;250.5608346185865;8.0;35.27777777777778;10.7981220657277;48.81889763779528
23077468;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;Municipal;0.996245;245.83;254.5;5.0055;5.0;4.56;196;Nível IV;14.6;387.1;Fortaleza;ESCOLA MUNICIPAL SEBASTIAO DE ABREU;Municipal;89.5;1.6;8.9;0.0;0.0;95.23;100.0;2.918314;35.5;6.9;3;1.2;258.852571269709;252.003667861558;255.4281195656335;10.0;35.54545454545455;17.89617486338798;52.0460358056266
23077794;ESCOLA MUNICIPAL TAIS MARIA BEZERRA NOGUEIRA;Municipal;0.968192;246.78;260.15;5.1155;5.0;4.58;229;Nível IV;19.5;393.1;Fortaleza;ESCOLA MUNICIPAL TAIS MARIA BEZERRA NOGUEIRA;Municipal;82.0;0.0;3.4;0.0;14.6;83.7;88.1;2.914684;37.0;6.9;5;3.6;249.395488575477;234.433027255776;241.9142579156265;10.0;35.827586206896555;9.745762711864408;48.12319538017324
23078006;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;Municipal;0.995743;244.24;261.68;5.098667;5.1;4.56;180;Nível IV;12.0;370.3;Fortaleza;ESCOLA MUNICIPAL PROFESSORA TEREZINHA FERREIRA PARENTE;Municipal;89.9;0.0;2.2;0.0;7.9;91.0;91.9;2.763069;35.2;7.0;6;0.4;256.136045035581;238.363346927822;247.2496959817015;10.0;28.953488372093023;10.542168674698797;49.63855421686747
23078030;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;Municipal;0.996718;249.59;257.8;5.123167;5.1;4.92;168;Nível IV;13.5;395.2000000000001;Fortaleza;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;Municipal;86.8;0.0;9.9;0.0;3.3;91.75;95.2;2.755614;35.9;7.0;4;1.5;252.69334654075;233.465177954369;243.0792622475595;9.0;25.676470588235293;19.708029197080293;50.63001145475372
23078413;ESCOLA MUNICIPAL VICENTE FIALHO;Municipal;0.985906;245.99;260.91;5.115;5.0;4.49;131;Nível III;15.8;404.6;Fortaleza;ESCOLA MUNICIPAL VICENTE FIALHO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.864185;36.6;7.0;6;3.1;244.879591369379;227.014159765883;235.946875567631;10.0;27.214285714285715;13.472485768500947;48.55643044619423
23078553;ESCOLA MUNICIPAL WALDEMAR BARROSO;Municipal;0.964823;243.14;255.2;4.972333;4.8;4.43;187;Nível III;17.8;380.1;Fortaleza;ESCOLA MUNICIPAL WALDEMAR BARROSO;Municipal;80.1;0.0;12.9;0.0;7.0;86.55;94.3;2.309407;34.2;7.0;3;4.9;252.618336185939;241.006733746007;246.812534965973;10.0;34.22727272727273;6.779661016949152;49.136786188579016
23078596;ESCOLA MUNICIPAL WASHINGTON SOARES;Municipal;0.983448;239.7;254.61;4.905167;4.8;4.37;119;Nível III;22.6;380.0;Fortaleza;ESCOLA MUNICIPAL WASHINGTON SOARES;Municipal;99.2;0.0;0.8;0.0;0.0;99.6;100.0;3.469876;33.3;6.0;3;0.5;247.374013512162;232.298155496593;239.8360845043775;8.0;33.25;9.13978494623656;53.38345864661655
23078600;ESCOLA MUNICIPAL YOLANDA QUEIROZ;Municipal;1.0;238.4;249.22;4.793667;4.8;4.54;102;Nível IV;14.1;418.9;Fortaleza;ESCOLA MUNICIPAL YOLANDA QUEIROZ;Municipal;93.9;0.0;6.1;0.0;0.0;96.95;100.0;2.675963;35.7;4.9;4;2.8;222.407968965242;223.130858990212;222.769413977727;9.0;24.484848484848484;17.647058823529413;54.95049504950495
23078626;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;Municipal;0.939862;254.22;264.1;5.305333;5.0;4.62;141;Nível IV;19.9;396.0;Fortaleza;ESCOLA MUNICIPAL ZAIRA MONTEIRO GONDIM;Municipal;98.1;0.0;1.9;0.0;0.0;99.05;100.0;2.994031;34.1;7.0;3;1.6;267.729792572468;250.255080927337;258.9924367499025;8.0;34.13333333333333;10.580204778156997;51.171875
23078740;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DIOGO VITAL DE SIQUEIRA;Municipal;1.0;282.56;292.01;6.242833;6.2;4.75;75;Nível IV;4.7;305.0;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL DIOGO VITAL DE SIQUEIRA;Municipal;81.6;0.0;0.0;5.3;13.1;82.66;85.0;2.601651;36.8;10.0;2;1.7;285.870501023724;266.570494650041;276.2204978368825;10.0;36.81818181818182;12.280701754385964;51.11111111111111
23078766;ESCOLA MUNICIPAL CASIMIRO MONTENEGRO;Municipal;0.990107;237.08;240.09;4.6195;4.6;4.59;163;Nível IV;13.7;354.1;Fortaleza;ESCOLA MUNICIPAL CASIMIRO MONTENEGRO;Municipal;91.5;0.0;1.9;0.0;6.6;92.45;91.7;1.939189;34.3;6.7;4;4.9;231.650091841471;228.076335386695;229.863213614083;9.0;27.85185185185185;11.190476190476192;51.32978723404256
23080124;ESCOLA MUNICIPAL JORNALISTA DURVAL AIRES;Municipal;0.942511;238.01;251.05;4.817667;4.5;4.62;159;Nível IV;14.8;403.4;Fortaleza;ESCOLA MUNICIPAL JORNALISTA DURVAL AIRES;Municipal;92.4;7.0;0.6;0.0;0.0;98.3;100.0;1.537743;31.6;7.0;3;5.2;241.492481529023;232.840925966762;237.16670374789248;10.0;31.615384615384617;10.526315789473683;55.961070559610704
23184558;ESCOLA MUNICIPAL MANUEL LIMA SOARES;Municipal;0.983742;233.04;244.99;4.633833;4.6;4.48;177;Nível III;22.4;380.0;Fortaleza;ESCOLA MUNICIPAL MANUEL LIMA SOARES;Municipal;89.7;0.0;7.5;2.8;0.0;94.01;100.0;2.4605;35.9;7.0;5;1.2;247.283041368918;227.266868429338;237.274954899128;10.0;32.92857142857143;11.252268602540836;50.10845986984816
23184779;ESCOLA MUNICIPAL RAIMUNDO SOARES DE SOUZA;Municipal;1.0;244.68;256.25;5.0155;5.0;4.52;275;Nível IV;17.6;413.4;Fortaleza;ESCOLA MUNICIPAL RAIMUNDO SOARES DE SOUZA;Municipal;87.8;0.0;1.6;0.0;10.6;88.6;86.7;2.703852;38.2;7.0;5;1.0;255.489226950123;240.200590335819;247.844908642971;10.0;34.958333333333336;20.62780269058296;50.29797377830752
23184914;ESCOLA MUNICIPAL PADRE ANTONIO MONTEIRO DA CRUZ;Municipal;0.9794;234.23;238.3;4.542167;4.4;4.43;267;Nível III;15.9;412.6;Fortaleza;ESCOLA MUNICIPAL PADRE ANTONIO MONTEIRO DA CRUZ;Municipal;87.8;0.0;9.6;0.0;2.6;92.6;95.8;2.47939;33.0;6.6;6;0.9;238.11547005876;226.962797345886;232.539133702323;8.0;28.35185185185185;7.674144037780402;47.81188765512736
23186160;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;Municipal;0.977314;248.97;260.31;5.154667;5.0;4.44;241;Nível III;12.1;380.8;Fortaleza;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;Municipal;92.0;0.0;0.0;8.0;0.0;93.6;100.0;2.959191;37.5;7.0;4;1.4;254.344074761404;243.205649402083;248.7748620817435;11.0;28.02380952380953;7.600950118764846;49.447748513169074
23187778;ESCOLA MUNICIPAL SANTA MARIA;Municipal;0.988386;250.34;263.22;5.226;5.2;4.72;220;Nível IV;17.0;407.9;Fortaleza;ESCOLA MUNICIPAL SANTA MARIA;Municipal;89.3;0.0;0.7;0.0;10.0;89.64999999999999;92.1;3.132749;35.5;6.2;3;2.4;262.43332542925;244.207925690617;253.3206255599335;9.0;31.65625;11.196911196911197;50.54294175715695
23198818;ESCOLA MUNICIPAL MARIA FELICIO LOPES;Municipal;0.983574;241.35;250.63;4.866333;4.8;4.5;251;Nível IV;12.7;400.0;Fortaleza;ESCOLA MUNICIPAL MARIA FELICIO LOPES;Municipal;85.6;0.0;7.0;7.4;0.0;90.58;100.0;2.369134;37.5;7.0;4;2.2;244.149264478053;234.618842792177;239.38405363511495;9.0;26.384615384615383;8.035714285714286;50.65597667638484
23212543;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;Municipal;0.977735;228.48;238.42;4.448333;4.3;4.5;137;Nível IV;24.0;396.5;Fortaleza;ESCOLA MUNICIPAL PROFESSOR LUIS RECAMONDE CAPELO;Municipal;86.7;0.0;5.5;0.0;7.8;89.45;93.3;1.814879;30.7;6.9;3;3.0;228.414260199597;222.220105304893;225.317182752245;8.0;30.6875;12.648221343873518;52.95315682281058
23213140;ESCOLA MUNICIPAL MARIA ROCHELLE DA SILVA;Municipal;0.994217;252.28;270.45;5.378833;5.3;4.63;146;Nível IV;6.9;403.2;Fortaleza;ESCOLA MUNICIPAL MARIA ROCHELLE DA SILVA;Municipal;89.1;0.0;7.2;0.0;3.7;92.7;96.6;1.723159;31.7;7.0;3;1.1;255.432177725976;243.50303884718;249.467608286578;10.0;27.818181818181817;25.60386473429952;54.08496732026144
23214899;ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE;Municipal;1.0;230.19;230.8;4.349833;4.3;4.29;85;Nível III;6.4;453.9;Fortaleza;ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;1.97205;36.0;7.0;4;4.3;227.885514592224;238.551013515492;233.218264053858;10.0;22.82608695652174;8.015267175572518;52.57142857142857
23215267;ESCOLA MUNICIPAL ANTONIO CORREIA LIMA;Municipal;0.992418;250.54;260.83;5.1895;5.2;4.68;210;Nível IV;15.8;392.6;Fortaleza;ESCOLA MUNICIPAL ANTONIO CORREIA LIMA;Municipal;95.2;0.0;0.6;0.0;4.2;95.5;97.4;2.475738;32.9;6.9;3;0.9;260.827562221229;242.548455499926;251.6880088605775;10.0;31.33333333333333;17.29957805907173;52.659574468085104
23233842;ESCOLA MUNICIPAL JOAO ESTANISLAU FACANHA;Municipal;0.977922;246.59;261.56;5.135833;5.0;4.6;210;Nível IV;16.2;399.8;Fortaleza;ESCOLA MUNICIPAL JOAO ESTANISLAU FACANHA;Municipal;91.3;0.0;8.7;0.0;0.0;95.65;100.0;2.930111;35.4;6.9;4;2.6;251.792562042169;235.925626062076;243.8590940521225;10.0;30.51851851851852;6.561360874848117;51.94174757281553
23234067;ESCOLA MUNICIPAL JONATHAN DA ROCHA ALCOFORADO;Municipal;1.0;267.19;278.82;5.766833;5.8;4.82;178;Nível IV;7.2;389.1;Fortaleza;ESCOLA MUNICIPAL JONATHAN DA ROCHA ALCOFORADO;Municipal;87.9;0.0;3.3;0.0;8.8;89.55000000000001;94.4;2.594604;37.5;7.0;4;1.7;279.822253515022;263.545034956196;271.683644235609;10.0;25.5;23.44632768361582;52.54901960784314
23234318;ESCOLA MUNICIPAL HERONDINA LIMA CAVALCANTE;Municipal;0.99623;253.8;268.9;5.378333;5.4;4.66;332;Nível IV;16.8;390.1;Fortaleza;ESCOLA MUNICIPAL HERONDINA LIMA CAVALCANTE;Municipal;90.9;0.9;4.1;0.0;4.1;93.67;97.6;3.083918;36.8;6.9;6;1.4;267.998067980956;246.004047223578;257.001057602267;11.0;35.51428571428571;17.486910994764397;49.798873692679
23242469;ESCOLA MUNICIPAL CATARINA LIMA DA SILVA;Municipal;0.995492;250.68;255.35;5.1005;5.1;4.38;207;Nível III;17.0;396.5;Fortaleza;ESCOLA MUNICIPAL CATARINA LIMA DA SILVA;Municipal;75.7;0.0;0.0;5.4;18.9;76.78;86.2;2.086502;33.5;6.8;3;0.0;257.406273847209;239.382056074866;248.3941649610375;10.0;33.5;5.591397849462366;54.92537313432836
23244305;ESCOLA MUNICIPAL JOSE ALCIDES PINTO;Municipal;1.0;241.78;257.18;4.982667;5.0;4.65;291;Nível IV;16.5;400.0;Fortaleza;ESCOLA MUNICIPAL JOSE ALCIDES PINTO;Municipal;83.9;1.6;9.5;0.0;5.0;89.93;95.7;2.863283;34.0;6.9;3;0.8;252.271353282268;232.48602851319;242.378690897729;10.0;34.035714285714285;14.345114345114348;54.249737670514165
23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;Municipal;0.996718;243.35;254.89;4.970667;5.0;4.53;202;Nível IV;8.0;385.0;Fortaleza;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;Municipal;97.3;0.0;0.0;2.7;0.0;97.84;100.0;3.23126;35.5;7.0;4;1.1;254.491059156292;239.497857453939;246.9944583051155;10.0;26.33333333333333;16.261398176291795;54.32489451476793
23255641;ESCOLA MUNICIPAL MANOEL RODRIGUES;Municipal;0.998745;257.98;271.19;5.486167;5.5;4.48;142;Nível III;14.4;383.4;Fortaleza;ESCOLA MUNICIPAL MANOEL RODRIGUES;Municipal;88.6;0.0;11.4;0.0;0.0;94.3;100.0;2.857708;33.3;5.7;3;0.8;259.555421636896;242.985242306419;251.27033197165755;11.0;33.25;11.733800350262696;51.2781954887218
23255668;ESCOLA MUNICIPAL DOM ANTONIO BATISTA DE FRAGOSO;Municipal;0.988383;248.67;258.79;5.124333;5.1;4.5;160;Nível IV;16.8;399.9;Fortaleza;ESCOLA MUNICIPAL DOM ANTONIO BATISTA DE FRAGOSO;Municipal;93.9;0.0;6.1;0.0;0.0;96.95;100.0;2.507439;36.0;6.8;3;1.2;257.731375857942;240.18100421089;248.956190034416;10.0;35.958333333333336;13.594040968342645;52.14368482039398
23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;Municipal;0.998745;241.32;256.1;4.957;5.0;4.61;261;Nível IV;19.3;396.0;Fortaleza;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;Municipal;95.2;0.0;3.0;0.0;1.8;96.7;98.0;2.859621;35.0;6.4;3;0.0;258.31830555969;235.996077569516;247.15719156460295;10.0;35.0;11.55778894472362;54.79591836734694
23256060;ESCOLA MUNICIPAL SAO JOSE;Municipal;0.993194;249.94;255.23;5.086167;5.1;4.4;118;Nível III;27.0;380.0;Fortaleza;ESCOLA MUNICIPAL SAO JOSE;Municipal;91.2;0.0;8.8;0.0;0.0;95.6;100.0;2.329713;37.3;6.6;3;4.7;251.079278740152;241.540232371732;246.309755555942;9.0;37.30769230769231;15.64625850340136;52.98969072164949
23256761;ESCOLA MUNICIPAL RAIMUNDO MOREIRA SENA;Municipal;0.993;227.11;240.18;4.454833;4.4;4.45;259;Nível III;8.7;395.50000000000006;Fortaleza;ESCOLA MUNICIPAL RAIMUNDO MOREIRA SENA;Municipal;91.1;0.0;8.9;0.0;0.0;95.55;100.0;2.493015;31.8;6.9;4;66.0;229.133940774584;221.11683321219;225.125386993387;10.0;24.83870967741936;17.76251226692836;52.40259740259741
23257059;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;Municipal;0.975601;244.64;258.09;5.0455;4.9;4.53;176;Nível IV;12.3;415.7000000000001;Fortaleza;ESCOLA MUNICIPAL PROFESSORA IRENE DE SOUZA PEREIRA;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;3.101526;34.3;6.9;3;2.8;249.388761422384;234.978671558069;242.1837164902265;10.0;32.45;13.80952380952381;51.61787365177196
23257369;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;Municipal;0.978652;249.86;263.2;5.217667;5.1;4.38;194;Nível III;8.1;400.0;Fortaleza;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;Municipal;78.7;0.0;9.4;0.8;11.1;83.56;90.5;2.92074;35.7;6.9;6;0.2;260.85436838254;242.566643847143;251.7105061148415;10.0;25.78;9.357798165137616;49.88363072148952
23259418;ESCOLA MUNICIPAL 11 DE AGOSTO;Municipal;0.994666;251.04;264.67;5.261833;5.2;4.53;231;Nível IV;23.3;367.00000000000006;Fortaleza;ESCOLA MUNICIPAL 11 DE AGOSTO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.733439;30.7;6.5;3;0.6;263.009152966487;244.349839567019;253.679496266753;11.0;28.59375;9.497206703910614;53.44262295081968
23259540;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EDGAR LINHARES LIMA;Municipal;0.996973;265.25;263.87;5.485333;5.5;4.75;109;Nível IV;6.8;299.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR EDGAR LINHARES LIMA;Municipal;94.6;0.0;5.4;0.0;0.0;97.3;100.0;2.690217;32.1;10.0;2;2.3;262.82817487231;258.388730416969;260.6084526446395;10.0;32.083333333333336;17.582417582417584;53.24675324675325
23259558;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;Municipal;1.0;278.19;275.61;5.896667;5.9;4.86;113;Nível IV;2.7;272.20000000000005;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA MARIA JOSE FERREIRA GOMES;Municipal;68.8;0.0;0.0;0.0;31.2;68.8;61.1;1.71972;37.0;10.0;2;1.6;276.522614319995;259.701486348025;268.11205033401;10.0;37.0;9.96309963099631;45.27027027027027
23262613;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;Municipal;0.997735;262.41;274.95;5.622667;5.6;4.83;117;Nível IV;6.3;310.6;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA DO SOCORRO ALVES CARNEIRO;Municipal;93.8;0.0;6.2;0.0;0.0;96.9;100.0;2.357337;36.8;10.0;2;1.8;274.560298618664;260.053619999014;267.306959308839;11.0;36.75;24.363636363636363;52.60770975056689
23263130;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;Municipal;1.0;248.54;257.23;5.096167;5.1;4.57;280;Nível IV;9.0;407.4;Fortaleza;ESCOLA MUNICIPAL JOAO HILDO DE CARVALHO FURTADO;Municipal;88.8;0.0;9.5;0.0;1.7;93.55;96.2;2.881405;32.6;6.4;6;1.7;255.898205366792;246.050746409329;250.9744758880605;9.0;27.133333333333333;12.446958981612449;50.61425061425061
23263318;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;Municipal;0.995472;250.38;271.9;5.371333;5.3;4.6;209;Nível IV;13.8;408.6;Fortaleza;ESCOLA MUNICIPAL REITOR PEDRO TEIXEIRA BARROSO;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;2.862634;35.3;6.8;3;0.7;264.786102468575;240.267842595549;252.526972532062;8.0;35.25;13.063063063063062;52.4822695035461
23264187;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;Municipal;0.991162;238.92;253.6;4.875333;4.8;4.41;143;Nível III;6.5;392.3;Fortaleza;ESCOLA MUNICIPAL PROFESSOR EDILSON BRASIL SOAREZ;Municipal;90.2;0.0;0.0;0.0;9.8;90.2;92.3;2.344577;34.2;6.8;4;0.3;246.732095265143;227.571146176105;237.151620720624;10.0;25.3125;13.052208835341366;49.01234567901235
23264209;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;Municipal;0.993228;257.36;270.15;5.4585;5.4;4.8;148;Nível IV;15.2;383.7;Fortaleza;ESCOLA MUNICIPAL ODILON GONZAGA BRAVEZA;Municipal;94.5;0.0;0.6;0.0;4.9;94.8;93.5;2.627181;33.1;6.7;6;0.0;265.112461937907;248.644158968832;256.8783104533695;11.0;25.82926829268293;12.895927601809955;49.66949952785647
23264780;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE;Municipal;1.0;283.85;286.5;6.1725;6.2;4.72;74;Nível IV;3.6;329.5;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE;Municipal;92.5;7.5;0.0;0.0;0.0;98.5;100.0;2.78028;34.9;10.0;2;3.3;286.907759654013;274.023125047683;280.465442350848;10.0;34.875;21.951219512195124;50.179211469534046
23264799;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;Municipal;1.0;288.1;296.47;6.4095;6.4;4.62;115;Nível IV;5.0;288.90000000000003;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE;Municipal;77.1;0.0;12.5;0.0;10.4;83.35;88.9;2.109438;36.3;10.0;2;0.7;288.140420234841;282.705003073987;285.422711654414;11.0;36.333333333333336;8.55614973262032;52.752293577981646
23269170;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;0.99285;237.88;235.32;4.553333;4.5;4.66;67;Nível IV;15.0;386.3;Fortaleza;ESCOLA MUNICIPAL SAO RAFAEL;Municipal;82.5;0.0;17.5;0.0;0.0;91.25;100.0;2.166149;29.8;6.3;4;0.0;259.590549286102;247.951424799145;253.7709870426235;10.0;22.115384615384617;17.843866171003718;54.434782608695656
23270675;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;Municipal;0.9882;247.08;261.66;5.145667;5.1;4.35;217;Nível III;11.8;399.9;Fortaleza;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;Municipal;82.0;0.0;12.0;6.0;0.0;89.2;100.0;2.989227;34.4;7.0;4;1.0;260.960381533566;236.568466693874;248.76442411372;9.0;28.12903225806452;7.317073170731707;50.11467889908256
23271493;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;Municipal;0.995181;267.06;274.25;5.6885;5.7;4.73;101;Nível IV;4.5;309.6;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;Municipal;83.5;0.0;0.0;5.8;10.7;84.66;90.5;2.33666;35.3;10.0;2;2.1;272.000642534377;259.904443727977;265.952543131177;11.0;35.333333333333336;22.807017543859647;50.70754716981132
23272007;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA ODETE DA SILVA COLARES;Municipal;0.995181;271.49;276.55;5.800667;5.8;4.92;143;Nível IV;1.9;300.0;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA ODETE DA SILVA COLARES;Municipal;89.9;0.0;10.1;0.0;0.0;94.95;100.0;2.336679;34.8;10.0;2;1.2;274.08410436607;257.015059307083;265.5495818365765;11.0;34.833333333333336;9.933774834437086;44.97607655502392
23272694;ESCOLA MUNICIPAL DELMA HERMINIA DA SILVA PEREIRA;Municipal;0.968142;226.44;234.68;4.352;4.2;4.36;144;Nível III;28.1;391.0;Fortaleza;ESCOLA MUNICIPAL DELMA HERMINIA DA SILVA PEREIRA;Municipal;79.5;0.0;7.8;0.0;12.7;83.4;88.2;2.205154;28.8;6.9;3;1.6;240.678922887928;225.897176197576;233.288049542752;9.0;28.8;7.380952380952381;47.22222222222222
23272708;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;Municipal;0.95401;281.94;288.48;6.173667;5.9;4.64;92;Nível IV;9.3;333.4;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE CARVALHO;Municipal;96.3;0.0;3.7;0.0;0.0;98.15;100.0;2.521418;31.2;10.0;2;1.2;280.850178290404;273.29804271128;277.07411050084204;10.0;31.181818181818183;12.048192771084338;51.31195335276968
23272724;ESCOLA MUNICIPAL SANTOS DUMONT;Municipal;0.996973;243.18;252.82;4.933333;4.9;4.64;272;Nível IV;8.9;396.7;Fortaleza;ESCOLA MUNICIPAL SANTOS DUMONT;Municipal;87.0;0.0;0.0;0.0;13.0;87.0;90.3;3.007314;34.5;6.6;4;1.4;258.34524837271;241.155156540193;249.7502024564515;10.0;26.97872340425532;11.395348837209305;51.65615141955836
23273747;ESCOLA MUNICIPAL DE TEMPO INTEGRAL HILDETE BRASIL DE SA CAVALCANTE;Municipal;0.997227;261.85;271.22;5.551167;5.5;4.9;107;Nível IV;12.8;289.5;Fortaleza;ESCOLA MUNICIPAL DE TEMPO INTEGRAL HILDETE BRASIL DE SA CAVALCANTE;Municipal;100.0;0.0;0.0;0.0;0.0;100.0;100.0;1.431067;35.1;10.0;2;2.2;270.762399206825;258.913855836626;264.8381275217255;10.0;35.083333333333336;14.545454545454543;50.3562945368171
